urn,SchoolName,school_name_gias,LAName,la_name_gias,SchoolType,TotalPupils,TotalExpenditure,TeachingStaffCosts,SupplyTeachingStaffCosts,EducationSupportStaffCosts,AgencySupplyTeachingStaffCosts,EducationalConsultancyCosts,status,URN,PeriodCoveredByReturn,TotalTeachingSupportStaffCosts,TotalNonEducationalSupportStaffCosts,AdministrativeClericalStaffCosts,AuditorsCosts,OtherStaffCosts,ProfessionalServicesNonCurriculumCosts,TotalEducationalSuppliesCosts,ExaminationFeesCosts,LearningResourcesNonIctCosts,LearningResourcesIctCosts,TotalPremisesStaffServiceCosts,CleaningCaretakingCosts,MaintenancePremisesCosts,OtherOccupationCosts,PremisesStaffCosts,TotalUtilitiesCosts,EnergyCosts,WaterSewerageCosts,AdministrativeSuppliesNonEducationalCosts,TotalGrossCateringCosts,TotalNetCateringCosts,CateringStaffCosts,CateringSuppliesCosts,TotalOtherCosts,GroundsMaintenanceCosts,IndirectEmployeeExpenses,InterestChargesLoanBank,OtherInsurancePremiumsCosts,PrivateFinanceInitiativeCharges,RentRatesCosts,SpecialFacilitiesCosts,StaffDevelopmentTrainingCosts,StaffRelatedInsuranceCosts,SupplyTeacherInsurableCosts,CommunityFocusedSchoolStaff,CommunityFocusedSchoolCosts
141784,Hawes Down Primary School,Hawes Down Primary School,Bromley,Bromley,Academy converter,441.0,3292263.65,1229023.33,0.0,685000.0,123000.0,10000.0,success,141784.0,12.0,2047023.33,520030.0,417161.11,3647.78,73953.33,25267.78,131361.11,0.0,131361.11,17054.44,137790.32,67000.0,22000.0,0.0,48790.32,176000.0,164000.0,12000.0,12736.67,168000.0,142000.0,0.0,168000.0,82267.78,47424.44,0.0,1000.0,10235.56,0.0,7653.33,0.0,15954.44,0.0,0.0,,
141808,Saint Cecilia's Church of England School,Saint Cecilia's Church of England School,Wandsworth,Wandsworth,Academy converter,1080.0,9314000.0,5143000.0,0.0,657000.0,324000.0,118000.0,success,141808.0,12.0,6242000.0,951000.0,549000.0,25000.0,354000.0,23000.0,613000.0,133000.0,480000.0,380000.0,485000.0,164000.0,167000.0,15000.0,139000.0,164000.0,151000.0,13000.0,254000.0,80000.0,35000.0,0.0,80000.0,145000.0,8000.0,0.0,0.0,26000.0,0.0,67000.0,0.0,44000.0,0.0,0.0,,
141862,The Kingston Academy,The Kingston Academy,Kingston upon Thames,Kingston upon Thames,Free schools,1168.0,8787536.26,5404920.88,0.0,849083.52,15000.0,22000.0,success,141862.0,12.0,6291004.4,705417.58,595002.2,19894.51,0.0,90520.88,781000.0,125000.0,656000.0,147193.41,327000.0,153000.0,-7000.0,23000.0,158000.0,184000.0,177000.0,7000.0,117802.2,54000.0,48000.0,0.0,54000.0,180118.68,1000.0,14118.68,0.0,27000.0,0.0,42000.0,0.0,96000.0,0.0,0.0,,
141866,Lessness Heath Primary School,Lessness Heath Primary School,Bexley,Bexley,Academy sponsor led,619.5,4081753.94,1739000.0,8000.0,958000.0,46893.94,25170.22,success,141866.0,12.0,2777064.16,387492.51,265151.81,7829.92,107702.16,6808.63,62510.65,0.0,62510.65,6276.69,422792.13,95000.0,274792.13,0.0,53000.0,37000.0,31000.0,6000.0,82362.41,221000.0,214000.0,0.0,221000.0,85255.39,49000.0,0.0,0.0,13000.0,0.0,15000.0,0.0,8255.39,0.0,0.0,,
141876,Green Wrythe Primary School,Green Wrythe Primary School,Sutton,Sutton,Academy sponsor led,257.5,3568205.32,1446396.63,0.0,1144823.43,21039.93,42251.11,success,141876.0,12.0,2654511.09,353630.88,209736.47,1024.84,135000.0,7869.57,56212.95,0.0,56212.95,24819.88,175677.07,52099.57,56119.48,0.0,67458.02,71059.74,71059.74,0.0,72263.53,114660.16,110865.13,78460.51,36199.65,45370.01,31252.88,0.0,0.0,5590.06,0.0,2382.43,0.0,6144.63,0.0,0.0,,
141889,Fairford Academy Barnehurst,Fairford Academy Barnehurst,Bexley,Bexley,Academy sponsor led,546.5,3449226.31,1635000.0,0.0,704000.0,0.0,18000.0,success,141889.0,12.0,2357000.0,261226.31,193000.0,3226.31,0.0,65000.0,135000.0,0.0,135000.0,19000.0,243000.0,63000.0,48000.0,7000.0,125000.0,117000.0,100000.0,17000.0,43000.0,181000.0,180000.0,0.0,181000.0,93000.0,8000.0,32000.0,0.0,12000.0,0.0,13000.0,0.0,24000.0,0.0,4000.0,,
141896,Cudham Church of England Primary School,Cudham Church of England Primary School,Bromley,Bromley,Academy converter,53.0,653986.86,303620.15,0.0,76964.44,8130.38,34244.55,success,141896.0,12.0,422959.52,56603.94,46797.94,403.0,9000.0,403.0,37403.0,0.0,37403.0,3035.56,77045.35,16000.0,18771.94,15189.28,27084.12,24000.0,24000.0,0.0,18742.37,5165.94,5165.94,0.0,5165.94,9031.2,0.0,3031.2,0.0,2000.0,0.0,4000.0,0.0,0.0,0.0,0.0,,
141902,Greenside Primary School,Greenside Primary School,Hammersmith and Fulham,Hammersmith and Fulham,Academy converter,220.0,1772447.35,802242.22,0.0,185351.53,189000.0,31336.82,success,141902.0,12.0,1207930.57,212778.41,166729.2,1118.5,34000.0,10930.71,31942.73,0.0,31942.73,17342.19,112327.3,27346.93,30590.08,12101.19,42289.11,30520.39,27130.1,3390.29,128205.03,0.0,-10000.0,0.0,0.0,31400.73,6000.0,2869.48,0.0,6015.98,0.0,8965.36,0.0,7549.91,0.0,0.0,,
141907,Holy Innocents Catholic Primary School,Holy Innocents Catholic Primary School,Bromley,Bromley,Academy converter,254.0,1718000.0,648000.0,1000.0,524000.0,2000.0,28000.0,success,141907.0,12.0,1203000.0,129000.0,95000.0,15000.0,0.0,19000.0,60000.0,0.0,60000.0,24000.0,143000.0,29000.0,77000.0,0.0,37000.0,31000.0,19000.0,12000.0,11000.0,101000.0,100000.0,0.0,101000.0,16000.0,11000.0,0.0,0.0,0.0,0.0,3000.0,0.0,2000.0,0.0,0.0,,
141925,St Helen's Catholic Primary School,St Helen's Catholic Primary School,Newham,Newham,Academy converter,468.5,4351187.72,1750252.28,0.0,0.0,0.0,60300.1,success,141925.0,12.0,1810552.38,1349619.0,151492.36,4944.05,1162900.3,30282.29,228266.02,0.0,228266.02,41008.13,375566.19,7000.0,205521.89,23000.0,140044.3,68000.0,55000.0,13000.0,14145.98,237000.0,233000.0,13000.0,224000.0,227030.01,0.0,0.0,0.0,11000.0,0.0,179145.98,0.0,36884.03,0.0,0.0,,
141927,St Joachim's Catholic  Primary School,St Joachim's Catholic Primary School,Newham,Newham,Academy converter,341.5,3131589.13,1352322.63,40000.0,0.0,0.0,29507.97,success,141927.0,12.0,1421830.6,844530.17,27329.01,3603.83,771523.91,42073.43,373651.75,0.0,373651.75,32210.84,47966.4,3000.0,22790.11,18000.0,4176.29,59000.0,58000.0,1000.0,2648.57,174000.0,165000.0,0.0,174000.0,175750.8,0.0,0.0,0.0,8000.0,0.0,144648.57,0.0,23102.23,0.0,0.0,,
141931,The Cardinal Vaughan Memorial RC School,The Cardinal Vaughan Memorial RC School,Kensington and Chelsea,Kensington and Chelsea,Academy converter,1023.0,10950816.12,6087489.85,20000.0,405000.0,222000.0,62000.0,success,141931.0,12.0,6796489.85,1399253.51,835000.0,5857.89,16000.0,542395.63,868000.0,181000.0,687000.0,283000.0,536641.21,181000.0,45641.21,67000.0,243000.0,194000.0,186000.0,8000.0,174195.21,360000.0,118869.86,0.0,360000.0,339236.34,17000.0,172703.8,0.0,31000.0,0.0,56000.0,0.0,62532.54,0.0,0.0,,
141957,Parkwood Hall Co-Operative Academy,Parkwood Hall Co-Operative Academy,Kensington and Chelsea,Kensington and Chelsea,Academy special converter,124.0,8732000.0,1654000.0,0.0,1855000.0,27000.0,80000.0,success,141957.0,12.0,3616000.0,3063000.0,444000.0,26000.0,1203000.0,1390000.0,250000.0,3000.0,247000.0,1000.0,780000.0,18000.0,366000.0,16000.0,380000.0,119000.0,103000.0,16000.0,210000.0,330000.0,327000.0,186000.0,144000.0,363000.0,11000.0,4000.0,0.0,7000.0,0.0,0.0,4000.0,337000.0,0.0,0.0,,
141963,Turing House School,Turing House School,Richmond upon Thames,Richmond upon Thames,Free schools,940.0,6557738.61,3818147.06,85000.0,586000.0,0.0,0.0,success,141963.0,12.0,4489147.06,644499.48,601401.09,8392.73,0.0,34705.66,267356.38,99000.0,168356.38,10196.37,404433.23,175324.92,89000.0,6108.31,134000.0,153433.23,157433.23,-4000.0,401283.68,36000.0,0.0,0.0,36000.0,151389.18,0.0,39196.37,0.0,21000.0,0.0,76996.45,0.0,14196.37,0.0,0.0,,
141976,Burnt Oak Junior School,Burnt Oak Junior School,Bexley,Bexley,Academy sponsor led,247.0,1658521.83,566110.88,0.0,139350.57,58632.84,24000.0,success,141976.0,12.0,788094.3,408835.36,144394.75,2278.72,260146.1,2015.79,105911.56,0.0,105911.56,10087.64,150658.2,31634.33,66556.1,3000.0,49467.77,48912.69,37202.82,11709.87,55675.86,67788.79,36788.79,0.0,67788.79,22557.44,525.86,0.0,0.0,6000.0,0.0,11541.65,0.0,4489.93,0.0,0.0,,
141989,Bromley Beacon Academy,Bromley Beacon Academy,Bromley,Bromley,Academy special sponsor led,159.0,6132796.94,2099651.91,0.0,1313301.07,536792.69,0.0,success,141989.0,12.0,3949745.67,611180.92,602273.58,5158.65,0.0,3748.69,743712.13,32661.26,711050.87,23087.43,278616.85,81000.0,100121.06,55437.75,42058.03,143000.0,139000.0,4000.0,95797.91,141000.0,141000.0,0.0,141000.0,146656.04,10000.0,50683.26,0.0,17349.74,0.0,0.0,27174.87,41448.17,0.0,0.0,,
142012,Deer Park School,Deer Park School,Richmond upon Thames,Richmond upon Thames,Free schools,359.0,1730054.56,1339477.14,0.0,0.0,0.0,20587.72,success,142012.0,12.0,1360064.86,2598.37,0.0,2598.37,0.0,0.0,328609.37,0.0,328609.37,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7796.37,0.0,0.0,28781.96,0.0,0.0,0.0,0.0,0.0,28781.96,0.0,0.0,0.0,0.0,,
142033,Mead Road Infant School,Orion Mead Road,Bromley,Bromley,Academy sponsor led,75.0,717148.18,264462.73,4000.0,108142.34,20000.0,1138.72,success,142033.0,12.0,397743.79,77343.17,66753.62,750.52,4212.22,5626.81,26750.52,0.0,26750.52,39101.45,74260.64,21000.0,20144.8,7115.84,26000.0,23159.28,21072.4,2086.88,15800.21,40478.78,36478.78,0.0,40478.78,22510.35,11194.1,1423.4,0.0,2000.0,0.0,3297.62,0.0,4595.24,0.0,0.0,,
142040,Orchard Park High School,Orchard Park High School,Croydon,Croydon,Academy sponsor led,643.0,6065724.32,3093376.82,0.0,343553.25,210099.71,34124.13,success,142040.0,12.0,3681153.91,823365.65,724149.71,2559.13,0.0,96656.82,234531.77,59000.0,175531.77,32538.56,453845.92,169271.46,152325.75,0.0,132248.71,190162.88,190162.88,0.0,256588.16,329139.74,184160.3,195641.21,133498.53,64397.73,28631.47,0.0,0.0,13958.87,0.0,5949.14,0.0,15858.25,0.0,0.0,,
142050,Lime Academy Forest Approach,Lime Academy Forest Approach,Havering,Havering,Academy special sponsor led,129.0,4415697.92,1325992.47,0.0,1462892.05,245000.0,104000.0,success,142050.0,12.0,3137884.52,672088.7,205954.39,2238.49,441845.61,22050.21,111997.07,0.0,111997.07,17908.79,212834.32,16000.0,38000.0,46834.32,112000.0,53000.0,49000.0,4000.0,93260.25,89292.47,77292.47,44292.47,45000.0,27431.8,5000.0,0.0,0.0,3431.8,0.0,19000.0,0.0,0.0,0.0,0.0,,
142090,The Belham Primary School,The Belham Primary School,Southwark,Southwark,Free schools,393.0,3183332.22,1371240.6,0.0,452839.33,138000.0,46285.36,success,142090.0,12.0,2008365.29,410832.99,153879.8,3374.08,207096.08,46483.03,213016.76,0.0,213016.76,0.0,139221.63,12000.0,24221.63,1000.0,102000.0,114000.0,111000.0,3000.0,86817.66,171000.0,168000.0,0.0,171000.0,40077.88,0.0,3856.09,0.0,10000.0,0.0,20000.0,0.0,6221.79,0.0,0.0,,
142110,Ark Byron Primary Academy,Ark Byron Primary Academy,Ealing,Ealing,Free schools,416.0,3081747.01,1132944.11,0.0,857377.32,119000.0,35680.49,success,142110.0,12.0,2145001.92,144763.57,108020.52,2509.93,17041.37,17191.75,166730.91,6978.48,159752.43,0.0,170408.14,56207.14,46031.52,23169.47,45000.0,23105.82,29105.82,-6000.0,142841.9,228951.57,221951.57,121000.0,107951.57,59943.18,2220.65,23771.62,0.0,0.0,0.0,31425.53,0.0,2525.38,0.0,0.0,,
142112,Hackney New Primary School,Hackney New Primary School,Hackney,Hackney,Free schools,332.0,2868160.9,1214787.57,0.0,377828.68,164762.6,129575.62,success,142112.0,12.0,1886954.48,319405.78,159814.98,18200.69,60850.22,80539.89,315088.11,0.0,315088.11,34325.5,218863.49,55856.65,113000.0,1430.04,48576.8,14047.78,9000.0,5047.78,45475.77,0.0,-1000.0,0.0,0.0,34000.0,0.0,0.0,0.0,0.0,0.0,26000.0,0.0,0.0,8000.0,0.0,,
142114,Watling Park School,Watling Park School,Barnet,Barnet,Free schools,404.0,2889142.18,1952049.48,0.0,0.0,0.0,47043.01,success,142114.0,12.0,1999092.49,2924.07,0.0,2924.07,0.0,0.0,599735.89,0.0,599735.89,0.0,234000.0,71000.0,163000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7522.93,0.0,0.0,53389.73,0.0,0.0,0.0,0.0,0.0,53389.73,0.0,0.0,0.0,0.0,,
142122,Twickenham Primary Academy,Twickenham Primary Academy,Richmond upon Thames,Richmond upon Thames,Free schools,405.0,2572475.66,1023710.41,0.0,421000.0,244000.0,0.0,success,142122.0,12.0,1688710.41,185782.81,149583.71,12000.0,0.0,24199.1,101000.0,0.0,101000.0,9000.0,132557.11,51000.0,39557.11,2000.0,40000.0,73000.0,67000.0,6000.0,73031.67,174461.54,170461.54,0.0,174461.54,134932.13,14000.0,14466.06,0.0,9000.0,0.0,57000.0,1000.0,19466.06,20000.0,0.0,,
142126,Space Studio West London,Space Studio West London,Hounslow,Hounslow,Studio schools,219.0,1790245.34,1086351.45,0.0,208177.66,0.0,2359.4,success,142126.0,12.0,1296888.5,40314.37,38733.8,1191.15,0.0,389.41,89274.88,66000.0,23274.88,14138.22,90394.07,38294.38,52099.69,0.0,0.0,27257.57,27257.57,0.0,137264.47,19000.0,19000.0,0.0,19000.0,75713.25,54612.15,0.0,0.0,5016.58,0.0,16084.51,0.0,0.0,0.0,0.0,,
142133,Riverside Primary School,Riverside Primary School,Barking and Dagenham,Barking and Dagenham,Free schools,319.0,2264938.28,1269872.31,0.0,0.0,0.0,8210.13,success,142133.0,12.0,1278082.43,163765.13,0.0,1951.16,139544.27,22269.69,114500.89,0.0,114500.89,31354.38,374051.18,71000.0,285378.94,17672.24,0.0,105991.64,105991.64,0.0,60232.05,124210.13,119210.13,0.0,124210.13,12750.45,0.0,240.14,0.0,0.0,0.0,0.0,0.0,12510.3,0.0,0.0,,
142134,Riverside Bridge School,Riverside Bridge School,Barking and Dagenham,Barking and Dagenham,Free schools special,196.0,6442564.8,3414379.22,0.0,0.0,1368000.0,60129.11,success,142134.0,12.0,4842508.33,438551.61,0.0,1198.83,418356.36,18996.42,141922.18,3000.0,138922.18,34518.68,487051.18,117000.0,379378.94,-9327.76,0.0,260991.64,260991.64,0.0,83430.98,108129.11,100129.11,0.0,108129.11,45461.09,0.0,147.55,0.0,0.0,0.0,0.0,0.0,45313.54,0.0,0.0,,
142177,Avenue Primary Academy,Avenue Primary Academy,Sutton,Sutton,Academy converter,1001.0,7190402.31,3351868.42,0.0,1144000.0,723000.0,78995.61,success,142177.0,12.0,5297864.04,688500.0,412245.61,15565.79,207000.0,53688.6,206359.65,0.0,206359.65,11390.35,718757.58,491661.11,71313.88,16288.86,139493.73,141000.0,125000.0,16000.0,79942.98,0.0,-7000.0,0.0,0.0,46587.72,1000.0,399.12,0.0,0.0,0.0,21000.0,0.0,24188.6,0.0,0.0,,
142178,The Charter School East Dulwich,The Charter School East Dulwich,Southwark,Southwark,Free schools,1262.0,11534408.06,6510922.73,0.0,1228484.06,361000.0,148127.56,success,142178.0,12.0,8248534.34,1184290.68,999751.43,10834.83,-1971.38,175675.8,762898.61,142000.0,620898.61,0.0,600162.36,252000.0,128162.36,31000.0,189000.0,73000.0,65000.0,8000.0,294371.22,131000.0,131000.0,0.0,131000.0,240150.86,0.0,33382.67,0.0,37000.0,0.0,115000.0,0.0,54768.19,0.0,0.0,,
142226,St. Mary's Catholic Junior School,St. Mary's Catholic Junior School,Croydon,Croydon,Academy sponsor led,229.0,1630000.0,714000.0,0.0,345000.0,35000.0,11000.0,success,142226.0,12.0,1105000.0,124000.0,70000.0,7000.0,21000.0,26000.0,55000.0,0.0,55000.0,6000.0,103000.0,5000.0,9000.0,12000.0,77000.0,52000.0,46000.0,6000.0,42000.0,114000.0,108000.0,60000.0,54000.0,29000.0,1000.0,6000.0,0.0,6000.0,0.0,11000.0,1000.0,4000.0,0.0,0.0,,
142228,Old Bexley Church of England School,Old Bexley Church of England School,Bexley,Bexley,Academy converter,702.0,4318611.32,2224115.41,0.0,759348.47,29000.0,115090.84,success,142228.0,12.0,3127554.73,325935.96,229027.55,10408.79,58000.0,28499.63,204045.42,0.0,204045.42,8000.0,188000.0,78000.0,27000.0,18000.0,65000.0,85000.0,63000.0,22000.0,81666.42,237000.0,237000.0,0.0,237000.0,61408.79,6000.0,4742.37,0.0,16954.58,0.0,19000.0,0.0,14711.84,0.0,0.0,,
142229,Holy Trinity Lamorbey Church of England School,Holy Trinity Lamorbey Church of England School,Bexley,Bexley,Academy converter,274.0,1890284.19,1050911.14,0.0,222136.01,0.0,31816.08,success,142229.0,12.0,1304863.24,153348.23,110187.39,3672.38,29000.0,10488.46,102408.04,0.0,102408.04,2000.0,119000.0,46000.0,11000.0,8000.0,54000.0,38000.0,33000.0,5000.0,47992.31,92000.0,91000.0,0.0,92000.0,30672.38,4000.0,680.07,0.0,6591.96,0.0,9000.0,0.0,10400.35,0.0,0.0,,
142233,Ravensworth Primary School,Orion Ravensworth,Bromley,Bromley,Academy converter,290.0,2193086.87,1143722.57,18000.0,314550.38,22000.0,18403.04,success,142233.0,12.0,1516675.98,178193.58,179647.34,2902.0,-18512.77,14157.0,88902.0,0.0,88902.0,51792.27,132912.99,64000.0,8507.21,16405.77,44000.0,62557.94,57253.61,5304.33,10494.13,110851.28,110851.28,0.0,110851.28,40706.69,3750.52,6503.8,0.0,7000.0,0.0,11150.79,0.0,12301.59,0.0,0.0,,
142234,Oaklands Primary Academy,Oaklands Primary Academy,Bromley,Bromley,Academy converter,502.0,3522620.6,1378002.51,0.0,512000.0,215000.0,7000.0,success,142234.0,12.0,2112002.51,678005.03,262742.46,10513.82,119000.0,285748.74,86000.0,0.0,86000.0,8000.0,224000.0,11000.0,83000.0,18000.0,112000.0,110000.0,98000.0,12000.0,84721.11,150000.0,142000.0,0.0,150000.0,69891.96,10000.0,17000.0,0.0,13315.33,0.0,18000.0,0.0,10945.98,630.65,0.0,,
142246,St Mary's Catholic Infant School,St Mary's Catholic Infant School,Croydon,Croydon,Academy converter,179.0,1495000.0,584000.0,21000.0,340000.0,8000.0,6000.0,success,142246.0,12.0,959000.0,196000.0,124000.0,8000.0,41000.0,23000.0,24000.0,0.0,24000.0,3000.0,101000.0,5000.0,5000.0,11000.0,80000.0,33000.0,33000.0,0.0,45000.0,108000.0,108000.0,58000.0,50000.0,26000.0,0.0,4000.0,0.0,5000.0,0.0,5000.0,8000.0,4000.0,0.0,0.0,,
142255,Mossbourne Parkside Academy,Mossbourne Parkside Academy,Hackney,Hackney,Academy converter,396.5,4458190.95,2160559.36,0.0,1276762.58,0.0,120973.84,success,142255.0,12.0,3558295.77,5523.14,0.0,5523.14,0.0,0.0,83327.97,0.0,83327.97,8245.47,177283.5,-17000.0,194283.5,0.0,0.0,65000.0,65000.0,0.0,293164.99,273000.0,268000.0,0.0,273000.0,-5649.9,1350.1,0.0,0.0,0.0,0.0,-7000.0,0.0,0.0,0.0,0.0,,
142256,Thomas's Academy,Thomas's Academy,Hammersmith and Fulham,Hammersmith and Fulham,Academy converter,201.5,2085000.0,696000.0,0.0,481000.0,310000.0,0.0,success,142256.0,12.0,1487000.0,108000.0,43000.0,19000.0,0.0,46000.0,100000.0,0.0,100000.0,0.0,175000.0,42000.0,60000.0,30000.0,43000.0,39000.0,39000.0,0.0,63000.0,97000.0,87000.0,0.0,97000.0,16000.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,11000.0,0.0,0.0,,
142267,Upton Cross Primary School,Upton Cross Primary School,Newham,Newham,Academy converter,684.5,5489266.07,2689654.81,0.0,567368.56,425616.82,97865.08,success,142267.0,12.0,3780505.27,384350.34,346186.86,5413.76,-1176.52,33926.24,148429.05,0.0,148429.05,14000.0,453773.63,206000.0,180975.88,15023.02,51774.73,149000.0,135000.0,14000.0,100746.79,355601.53,355601.53,0.0,355601.53,102859.45,0.0,5970.09,0.0,15519.45,0.0,22000.0,0.0,59369.91,0.0,0.0,,
142294,St Paulinus Church of England Primary School,St Paulinus Church of England Primary School,Bexley,Bexley,Academy converter,206.0,1380680.81,640560.93,0.0,182102.26,51000.0,35613.55,success,142294.0,12.0,909276.74,133086.62,86951.1,2760.98,32000.0,11374.53,84306.78,0.0,84306.78,0.0,83000.0,15000.0,9000.0,7000.0,52000.0,32000.0,26000.0,6000.0,39249.69,76000.0,76000.0,0.0,76000.0,23760.98,6000.0,511.29,0.0,5693.22,0.0,5000.0,0.0,6556.47,0.0,0.0,,
142295,Hillsgrove Primary School,Hillsgrove Primary School,Bexley,Bexley,Academy converter,320.5,2285527.67,1058775.63,0.0,448159.1,117000.0,30954.58,success,142295.0,12.0,1654889.3,163365.35,105819.56,5295.61,41000.0,11250.19,95477.29,0.0,95477.29,8000.0,112000.0,47000.0,8000.0,17000.0,40000.0,34000.0,26000.0,8000.0,56500.12,114000.0,112000.0,0.0,114000.0,47295.61,12000.0,6795.48,0.0,7522.71,0.0,9000.0,0.0,11977.41,0.0,0.0,,
142298,Oak Lodge Primary School,Oak Lodge Primary School,Bromley,Bromley,Academy converter,547.0,3364334.14,1604264.76,52000.0,553000.0,67000.0,6000.0,success,142298.0,11.0,2282264.76,429304.3,195462.96,7118.12,190642.64,36080.58,90642.64,0.0,90642.64,20000.0,173853.03,45000.0,19682.91,26243.9,82926.22,50975.6,42975.6,8000.0,77259.26,191273.77,190273.77,0.0,191273.77,48760.76,10000.0,8296.8,0.0,15000.0,0.0,9642.64,0.0,5821.32,0.0,0.0,,
142299,Marian Vian Primary School,Marian Vian Primary School,Bromley,Bromley,Academy converter,609.0,3702787.59,1824115.62,0.0,494000.0,211000.0,28000.0,success,142299.0,11.0,2557115.62,390501.5,220277.78,7924.92,122828.83,39469.97,119828.83,0.0,119828.83,30000.0,240393.51,60000.0,37668.55,29333.5,113391.46,41334.02,36334.02,5000.0,66555.56,205304.8,203304.8,0.0,205304.8,51753.75,10000.0,10010.51,0.0,18000.0,0.0,8828.83,0.0,4914.41,0.0,0.0,,
142300,Unicorn Primary School,Unicorn Primary School,Bromley,Bromley,Academy converter,433.0,2609374.42,1262829.33,6000.0,455000.0,77000.0,8000.0,success,142300.0,11.0,1808829.33,230973.97,155351.85,5634.63,52300.3,17687.19,88300.3,0.0,88300.3,16000.0,164193.57,40000.0,21443.55,27222.14,75527.88,36888.56,31888.56,5000.0,60037.04,168216.72,166216.72,0.0,168216.72,35934.93,3000.0,8984.48,0.0,13000.0,0.0,10300.3,0.0,650.15,0.0,0.0,,
142301,Wickham Common Primary School,Wickham Common Primary School,Bromley,Bromley,Academy converter,409.0,2427503.85,1170790.29,32000.0,344000.0,40000.0,23000.0,success,142301.0,11.0,1609790.29,300220.22,145907.41,5322.32,123228.23,25762.26,91228.23,0.0,91228.23,22000.0,150559.89,43000.0,17205.0,22200.45,68154.44,33801.82,28801.82,5000.0,57148.15,123204.7,122204.7,0.0,123204.7,39550.55,9000.0,4708.21,0.0,12000.0,0.0,8228.23,0.0,5614.11,0.0,0.0,,
142379,The Crescent Primary School,The Crescent Primary School,Croydon,Croydon,Academy converter,402.0,3303828.3,1574342.41,0.0,622570.57,43050.21,44000.0,success,142379.0,12.0,2283963.19,284027.59,197018.98,3708.68,80019.16,3280.76,87758.89,0.0,87758.89,5142.64,230700.57,58756.39,113923.41,9000.0,49020.77,88511.22,84335.83,4175.39,109023.06,169283.78,167283.78,0.0,169283.78,45417.37,855.85,0.0,0.0,9000.0,0.0,26136.61,0.0,9424.91,0.0,0.0,,
142398,Cheam Common Junior Academy,Cheam Common Junior Academy,Sutton,Sutton,Academy sponsor led,498.0,3044014.42,1879268.61,0.0,199957.83,7944.55,0.0,success,142398.0,12.0,2087171.0,7309.03,0.0,5684.8,0.0,1624.23,145618.99,0.0,145618.99,0.0,257713.38,34853.25,12500.56,0.0,210359.57,42906.86,39694.99,3211.87,380781.95,89796.62,79123.12,89796.62,0.0,32716.6,18214.56,0.0,0.0,12761.79,0.0,1740.24,0.0,0.0,0.0,0.0,,
142403,Worsley Bridge Primary School,Worsley Bridge Primary School,Bromley,Bromley,Academy sponsor led,375.0,2808312.58,805298.39,0.0,397712.19,185061.47,119061.47,success,142403.0,12.0,1507133.51,527561.11,100782.79,2827.6,315070.61,108880.11,121352.33,0.0,121352.33,35265.41,314563.61,54087.12,192631.84,10087.12,57757.53,64174.24,61000.0,3174.24,41959.5,149241.4,149241.4,0.0,149241.4,47061.47,10000.0,2184.41,1000.0,8000.0,0.0,13000.0,0.0,10167.92,0.0,2709.14,,
142455,Al-Noor Voluntary Aided Muslim Primary School,Al-Noor Voluntary Aided Muslim Primary School,Redbridge,Redbridge,Voluntary aided school,421.0,3098607.0,1610398.0,35730.0,528272.0,0.0,21521.0,success,142455.0,12.0,2195921.0,275358.0,202047.0,,46220.0,27091.0,92392.0,0.0,92392.0,27677.0,240215.0,5958.0,138844.0,1849.0,93564.0,45615.0,42161.0,3454.0,3642.0,169532.0,166196.0,0.0,169532.0,48255.0,0.0,4063.0,0.0,10500.0,0.0,15697.0,15611.0,2384.0,0.0,0.0,0.0,0.0
142456,St Winifred's RC Primary School,St Winifred's RC Primary School,Lewisham,Lewisham,Voluntary aided school,377.0,3001231.0,1518300.0,945.0,479508.0,24030.0,32443.0,success,142456.0,12.0,2055226.0,265384.0,125363.0,,80772.0,59249.0,72202.0,0.0,72202.0,22228.0,172398.0,26643.0,6464.0,26932.0,112359.0,78031.0,66545.0,11486.0,30291.0,216801.0,212519.0,0.0,216801.0,88670.0,589.0,986.0,0.0,6790.0,0.0,17450.0,34827.0,1663.0,8558.0,17807.0,0.0,0.0
142489,Avanti Court Primary School,Avanti Court Primary School,Redbridge,Redbridge,Academy converter,640.5,3939745.28,1648463.74,0.0,491000.0,148956.14,2000.0,success,142489.0,12.0,2290419.88,700466.38,318120.59,7013.36,314618.62,60713.81,142876.07,0.0,142876.07,0.0,229927.57,87000.0,77182.39,19276.71,46468.48,104000.0,87000.0,17000.0,135320.65,287887.4,272316.78,163151.01,124736.4,48847.32,7000.0,0.0,0.0,16914.12,0.0,12522.9,0.0,12410.3,0.0,0.0,,
142558,St Bernadette's Catholic Primary School,St Bernadette's Catholic Primary School,Harrow,Harrow,Academy converter,452.0,3004105.53,1477345.98,0.0,571000.0,0.0,112000.0,success,142558.0,12.0,2160345.98,223008.89,161527.42,7838.72,8000.0,45642.75,83804.03,0.0,83804.03,59391.94,193000.0,49000.0,55000.0,9000.0,80000.0,41162.76,41162.76,0.0,53804.03,154195.97,154195.97,0.0,154195.97,35391.94,0.0,0.0,2000.0,11000.0,0.0,9000.0,0.0,13391.94,0.0,0.0,,
